id,carat,cut,color,clarity,depth,table,x,y,z,price
22014,0.52,Fair,G,IF,65.5,55.0,4.98,5.06,3.29,7.522
22015,1.27,Very Good,F,SI2,61.0,61.0,6.95,7.01,4.26,8.581
22016,0.32,Premium,D,SI1,61.5,59.0,4.39,4.42,2.71,6.378
22017,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,8.191
22018,0.3,Ideal,H,VVS1,61.9,55.0,4.32,4.34,2.68,6.528
22019,0.26,Good,F,VVS2,60.4,61.0,4.13,4.18,2.51,6.248
22020,1.15,Premium,H,SI2,62.0,58.0,6.7,6.66,4.14,8.483
22021,2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09,9.704
22022,1.51,Good,F,VVS2,63.7,58.0,7.18,7.24,4.59,9.592
22023,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91,6.89
22024,1.13,Ideal,E,VVS1,61.8,57.0,6.66,6.71,4.13,9.509
22025,1.01,Very Good,F,SI2,62.7,56.0,6.35,6.4,4.0,8.324
22026,1.01,Premium,I,SI1,62.3,58.0,6.44,6.4,4.0,8.379
22027,0.32,Ideal,F,VS2,61.3,57.0,4.37,4.4,2.69,6.469
22028,0.4,Ideal,E,SI1,62.7,57.0,4.69,4.72,2.95,6.603
22029,1.3,Fair,E,I1,66.5,58.0,6.79,6.75,4.5,7.852
22030,1.14,Ideal,G,VS1,62.3,56.0,6.73,6.7,4.18,8.981
22031,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,7.938
22032,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,6.463
22033,1.09,Ideal,E,VS1,61.3,56.0,6.71,6.66,4.1,9.084
22034,1.5,Premium,E,SI1,61.4,59.0,7.41,7.24,4.5,9.362
22035,0.32,Ideal,D,VS2,61.0,57.0,4.46,4.42,2.71,6.879
22036,0.29,Very Good,E,VVS1,60.9,61.0,4.23,4.27,2.59,6.444
22037,0.39,Ideal,H,SI1,61.8,55.0,4.68,4.71,2.9,6.773
22038,2.06,Good,H,I1,64.3,58.0,8.03,7.99,5.15,8.715
22039,1.03,Premium,H,SI1,59.2,60.0,6.62,6.58,3.91,8.538
22040,0.4,Very Good,G,SI1,61.0,56.0,4.77,4.8,2.92,6.567
22041,0.54,Ideal,G,VVS2,60.6,56.0,5.27,5.26,3.19,7.645
22042,0.91,Very Good,F,SI1,63.7,58.0,6.08,6.11,3.88,8.292
22043,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,9.244
22044,0.36,Ideal,F,VS1,62.5,57.0,4.53,4.56,2.84,6.671
22045,0.42,Very Good,G,SI2,59.5,61.0,4.85,4.9,2.9,6.351
22046,0.38,Ideal,I,VS1,61.9,54.7,4.63,4.68,2.88,6.555
22047,1.02,Good,G,SI1,63.6,58.0,6.34,6.39,4.05,8.51
22048,0.52,Very Good,F,SI2,57.9,61.0,5.28,5.33,3.07,7.149
22049,0.41,Ideal,G,VS2,61.4,55.0,4.8,4.75,2.93,6.967
22050,1.2,Very Good,H,SI2,58.8,61.0,6.94,6.98,4.09,8.559
22051,0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,8.093
22052,0.5,Ideal,E,VS2,61.4,57.0,5.11,5.08,3.13,7.465
22053,0.7,Very Good,E,VS2,62.6,56.0,5.65,5.69,3.55,7.829
22054,1.51,Ideal,F,VVS2,62.6,57.0,7.36,7.25,4.57,9.726
22055,0.53,Premium,G,SI1,61.3,58.0,5.16,5.21,3.18,7.145
22056,0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,6.314
22057,0.7,Fair,J,VS2,67.4,58.0,5.34,5.37,3.61,7.548
22058,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,8.676
22059,1.04,Premium,E,SI2,60.1,58.0,6.65,6.56,3.97,8.129
22060,0.4,Very Good,E,SI1,63.0,57.0,4.65,4.68,2.94,6.532
22061,0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72,6.821
22062,0.35,Ideal,G,IF,61.5,55.0,4.53,4.57,2.8,6.909
22063,1.21,Premium,E,VS1,60.8,59.0,6.86,6.82,4.16,9.163
22064,1.07,Premium,G,SI2,62.9,59.0,6.58,6.51,4.12,8.39
22065,1.01,Premium,G,VVS2,61.4,58.0,6.46,6.51,3.98,8.831
22066,0.62,Good,G,VS1,62.5,60.8,5.37,5.47,3.39,7.546
22067,0.4,Premium,F,VVS2,60.8,59.0,4.72,4.76,2.88,6.992
22068,1.01,Ideal,G,SI2,63.2,57.0,6.33,6.28,3.99,8.304
22069,0.34,Premium,I,VVS1,60.5,59.0,4.48,4.54,2.73,6.439
22070,0.42,Ideal,H,VVS1,62.4,55.0,4.79,4.8,2.99,6.974
22071,1.0,Ideal,D,SI2,62.7,58.0,6.34,6.39,3.99,8.565
22072,0.8,Very Good,E,SI1,63.1,57.0,5.94,5.86,3.72,8.1
22073,0.33,Good,I,SI1,63.6,53.0,4.4,4.43,2.81,6.073
22074,0.3,Premium,H,VS1,61.3,58.0,4.32,4.29,2.64,6.515
22075,0.39,Ideal,D,VS1,60.3,56.0,4.71,4.77,2.86,6.999
22076,0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,7.373
22077,0.34,Premium,G,VS2,62.4,59.0,4.41,4.47,2.77,6.39
22078,1.5,Premium,G,SI2,60.1,59.0,7.38,7.36,4.43,9.085
22079,0.57,Ideal,I,SI1,62.5,55.0,5.28,5.32,3.31,7.067
22080,0.3,Ideal,H,VVS1,61.6,57.0,4.3,4.34,2.66,6.5
22081,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,6.385
22082,1.12,Premium,H,SI2,62.4,58.0,6.58,6.63,4.12,8.31
22083,1.11,Ideal,H,VVS2,61.4,57.0,6.67,6.63,4.08,8.848
22084,0.3,Premium,D,VS2,60.4,59.0,4.33,4.35,2.62,6.565
22085,1.51,Premium,I,SI1,62.6,60.0,7.34,7.27,4.57,9.082
22086,0.41,Premium,E,SI1,60.5,61.0,4.8,4.78,2.9,6.876
22087,0.51,Very Good,H,VS1,63.4,57.0,5.09,5.06,3.22,7.27
22088,0.72,Very Good,E,SI1,57.9,58.0,5.92,5.96,3.44,7.867
22089,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,6.438
22090,0.4,Very Good,G,VVS1,60.6,58.0,4.69,4.78,2.87,6.916
22091,1.01,Ideal,H,VS2,61.7,56.0,6.45,6.47,3.98,8.689
22092,0.9,Good,G,VS2,64.9,61.0,5.91,5.99,3.86,8.325
22093,0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,6.81
22094,0.57,Very Good,J,VS2,60.2,62.0,5.33,5.4,3.23,6.977
22095,0.36,Ideal,G,IF,62.0,57.0,4.54,4.58,2.82,6.914
22096,0.34,Fair,F,VVS1,55.2,59.0,4.72,4.77,2.62,6.947
22097,0.25,Very Good,G,VVS1,63.0,54.0,4.02,4.04,2.54,6.263
22098,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,8.352
22099,0.53,Premium,I,VVS1,63.0,56.0,5.19,5.13,3.25,7.382
22100,0.71,Very Good,J,SI1,63.5,58.0,5.63,5.67,3.59,7.559
22101,1.0,Premium,F,SI1,62.5,59.0,6.39,6.34,3.98,8.547
22102,0.71,Ideal,E,VS2,62.0,55.0,5.7,5.75,3.55,8.085
22103,1.01,Good,D,VVS2,63.7,57.0,6.29,6.36,4.03,9.099
22104,0.31,Ideal,F,VS2,62.1,57.0,4.36,4.34,2.7,6.687
22105,0.3,Premium,I,VVS1,62.2,58.0,4.31,4.28,2.67,6.564
22106,0.71,Good,I,VVS2,63.6,57.0,5.66,5.69,3.61,7.795
22107,0.72,Ideal,G,SI2,61.8,56.0,5.72,5.76,3.55,7.824
22108,0.9,Premium,F,SI2,62.6,62.0,6.06,6.01,3.78,8.074
22109,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,7.694
22110,0.4,Ideal,G,SI1,60.2,56.0,4.77,4.83,2.89,6.554
22111,1.01,Ideal,I,SI1,62.5,56.0,6.4,6.36,3.99,8.521
22112,0.47,Very Good,F,SI1,61.1,61.0,4.97,5.01,3.05,6.929
22113,0.34,Ideal,D,VS2,62.0,55.0,4.48,4.45,2.77,6.94
22114,0.41,Ideal,E,VVS2,61.1,56.0,4.85,4.8,2.95,7.125
22115,0.5,Good,G,SI1,63.9,57.0,5.06,5.02,3.22,7.159
22116,0.7,Ideal,D,VS2,62.4,57.0,5.68,5.61,3.52,7.961
22117,1.7,Premium,I,SI2,62.9,59.0,7.57,7.51,4.74,9.141
22118,0.73,Ideal,G,VVS2,62.2,55.0,5.74,5.77,3.58,8.066
22119,0.37,Ideal,G,IF,61.5,56.0,4.6,4.64,2.84,6.962
22120,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,7.018
22121,1.12,Premium,G,SI1,60.1,58.0,6.78,6.83,4.09,8.563
22122,0.53,Ideal,E,VVS1,61.5,54.0,5.25,5.23,3.22,8.117
22123,0.41,Premium,G,VS1,61.9,58.0,4.78,4.75,2.95,6.868
22124,0.71,Ideal,E,VS1,62.7,57.0,5.66,5.69,3.56,8.083
22125,0.31,Very Good,E,SI1,63.0,58.0,4.29,4.31,2.71,6.229
22126,1.07,Ideal,D,SI1,60.7,57.0,6.61,6.64,4.02,8.793
22127,0.52,Very Good,E,SI2,61.1,57.0,5.2,5.24,3.19,7.044
22128,1.0,Very Good,E,SI2,61.2,58.0,6.37,6.41,3.91,8.472
22129,0.42,Ideal,G,VS1,61.4,56.0,4.85,4.82,2.97,6.892
22130,0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,7.52
22131,0.34,Premium,E,VS1,59.9,58.0,4.58,4.54,2.73,6.94
22132,1.28,Premium,E,IF,59.8,59.0,7.1,7.07,4.24,9.668
22133,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,6.265
22134,1.0,Good,I,VS2,62.6,59.0,6.28,6.33,3.95,8.314
22135,1.01,Very Good,G,SI2,59.3,61.0,6.56,6.52,3.88,8.397
22136,0.7,Very Good,E,SI1,58.7,60.0,5.85,5.88,3.44,7.714
22137,0.62,Ideal,G,VS1,60.7,55.0,5.55,5.59,3.38,7.699
22138,1.08,Ideal,D,SI1,61.3,56.0,6.63,6.72,4.09,8.733
22139,0.35,Ideal,I,IF,62.5,55.0,4.52,4.54,2.83,6.603
22140,1.16,Premium,I,SI1,62.7,57.0,6.76,6.67,4.21,8.491
22141,1.22,Ideal,G,VVS2,62.3,56.0,6.84,6.81,4.25,9.232
22142,1.28,Good,G,SI1,57.6,62.0,7.17,7.13,4.12,8.728
22143,1.01,Premium,D,VS2,62.2,61.0,6.43,6.37,3.98,8.858
22144,0.9,Very Good,G,SI2,63.5,57.0,6.09,6.13,3.88,8.117
22145,0.34,Ideal,G,VS2,62.7,55.0,4.48,4.49,2.81,6.39
22146,1.01,Premium,G,SI2,61.9,59.0,6.46,6.39,3.98,8.373
22147,0.7,Ideal,E,VS2,62.5,58.0,5.63,5.67,3.53,7.978
22148,1.01,Fair,D,SI2,64.6,56.0,6.31,6.24,4.05,8.007
22149,1.91,Premium,I,SI1,60.9,53.0,8.11,8.07,4.93,9.501
22150,1.71,Ideal,H,SI1,61.4,57.0,7.63,7.74,4.72,9.427
22151,0.28,Very Good,G,VS2,61.3,57.0,4.21,4.24,2.59,6.198
22152,1.19,Premium,I,SI1,62.2,58.0,6.73,6.77,4.2,8.472
22153,1.51,Very Good,I,VVS1,63.0,59.0,7.24,7.3,4.58,9.314
22154,0.4,Ideal,E,VS1,62.1,55.0,4.79,4.75,2.96,6.867
22155,0.51,Ideal,H,VS1,61.2,55.0,5.17,5.19,3.17,7.484
22156,0.83,Ideal,E,SI1,62.3,55.0,5.98,6.02,3.74,8.252
22157,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,9.456
22158,0.9,Very Good,F,VS1,62.5,58.0,6.1,6.15,3.83,8.509
22159,1.52,Premium,F,VS2,60.9,61.0,7.46,7.28,4.49,9.541
22160,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,7.915
22161,2.0,Premium,I,SI2,60.7,61.0,8.09,8.03,4.89,9.534
22162,0.83,Ideal,D,SI2,62.0,55.0,6.02,6.05,3.74,8.236
22163,0.72,Ideal,J,VS2,60.8,59.0,5.76,5.81,3.52,7.552
22164,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,9.371
22165,0.73,Premium,G,VS1,63.0,57.0,5.75,5.67,3.6,7.895
22166,1.51,Ideal,G,VS1,62.8,56.0,7.29,7.24,4.56,9.533
22167,1.23,Premium,D,SI2,62.3,58.0,6.81,6.78,4.23,8.83
22168,1.71,Premium,J,SI1,61.7,59.0,7.63,7.7,4.73,9.07
22169,0.41,Premium,G,SI1,61.5,59.0,4.78,4.75,2.93,6.828
22170,0.65,Ideal,F,VVS2,61.3,56.0,5.58,5.61,3.43,7.98
22171,0.77,Premium,J,SI1,61.8,59.0,5.82,5.86,3.61,7.554
22172,0.37,Very Good,G,VS1,58.3,62.0,4.72,4.75,2.76,6.545
22173,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,8.355
22174,0.53,Ideal,G,VVS2,61.7,56.0,5.23,5.2,3.22,7.626
22175,0.34,Ideal,G,VVS1,62.1,55.0,4.46,4.49,2.78,6.797
22176,0.91,Very Good,H,SI1,63.0,57.0,6.1,6.19,3.87,8.035
22177,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,6.561
22178,0.31,Ideal,F,IF,61.4,56.0,4.37,4.42,2.7,7.063
22179,0.7,Very Good,D,SI1,59.4,63.0,5.78,5.76,3.43,7.874
22180,0.9,Premium,J,SI1,60.9,61.0,6.26,6.22,3.8,7.963
22181,0.51,Very Good,E,SI2,58.3,63.0,5.21,5.26,3.05,7.143
22182,2.05,Premium,G,SI2,60.1,59.0,8.3,8.2,4.96,9.711
22183,0.9,Premium,H,VS2,63.0,61.0,6.14,6.05,3.84,8.245
22184,0.69,Very Good,D,SI1,57.6,62.0,5.83,5.9,3.38,7.708
22185,0.75,Premium,G,SI1,60.4,58.0,5.88,5.84,3.54,7.789
22186,1.27,Very Good,H,SI1,63.2,56.0,6.92,6.88,4.36,8.726
22187,0.7,Very Good,E,SI1,63.9,57.0,5.55,5.66,3.58,8.062
22188,1.2,Ideal,G,VS2,61.9,57.0,6.86,6.83,4.24,8.978
22189,1.53,Very Good,H,IF,63.1,57.0,7.34,7.25,4.6,9.501
22190,1.2,Ideal,G,VS1,61.9,58.0,6.76,6.8,4.2,9.172
22191,0.41,Ideal,E,VS2,61.8,57.0,4.78,4.76,2.95,6.907
22192,1.24,Ideal,J,VS2,61.8,58.0,6.88,6.84,4.24,8.587
22193,2.07,Good,I,SI1,63.6,58.0,8.09,7.99,5.11,9.546
22194,1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,9.172
22195,0.9,Premium,D,SI2,61.0,61.0,6.17,6.15,3.76,8.105
22196,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,8.287
22197,2.05,Premium,G,SI2,60.1,59.0,8.2,8.3,4.96,9.702
22198,1.52,Very Good,G,VS2,60.8,57.0,7.41,7.49,4.53,9.441
22199,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,7.45
22200,0.36,Premium,I,VS1,60.3,60.0,4.64,4.58,2.78,6.592
22201,1.0,Fair,G,VS1,64.4,56.0,6.31,6.26,4.05,8.684
22202,0.34,Ideal,F,VVS1,61.4,55.0,4.52,4.54,2.78,6.823
22203,0.37,Premium,F,VS1,62.7,51.0,4.65,4.57,2.89,6.725
22204,0.56,Premium,D,SI1,62.3,58.0,5.28,5.21,3.27,7.531
22205,0.4,Good,G,VVS2,61.4,64.0,4.65,4.7,2.87,6.881
22206,0.23,Ideal,F,VVS2,61.9,57.0,3.93,3.96,2.44,6.273
22207,2.33,Very Good,I,SI1,60.7,56.0,8.55,8.61,5.21,9.805
22208,0.3,Very Good,H,SI1,62.9,58.0,4.22,4.24,2.66,6.043
22209,0.41,Ideal,F,VVS1,62.1,57.0,4.79,4.75,2.96,7.212
22210,0.4,Ideal,G,SI1,61.8,57.0,4.74,4.78,2.94,6.772
22211,0.34,Ideal,E,SI1,60.7,56.0,4.51,4.55,2.75,6.39
22212,2.06,Premium,I,SI2,61.0,59.0,8.24,8.21,5.02,9.615
22213,1.53,Very Good,H,VS1,59.5,63.0,7.44,7.51,4.45,9.2
22214,0.43,Premium,G,VVS1,60.3,58.0,4.87,4.91,2.95,7.096
22215,0.32,Premium,D,SI1,62.2,60.0,4.34,4.37,2.71,6.31
22216,0.3,Very Good,E,VS2,62.8,59.0,4.24,4.26,2.67,6.489
22217,0.33,Ideal,D,VS1,61.3,55.0,4.46,4.48,2.74,6.914
22218,1.73,Premium,I,VS2,59.8,58.0,7.8,7.79,4.66,9.069
22219,2.18,Very Good,J,SI2,62.6,58.0,8.23,8.25,5.16,9.461
22220,0.3,Ideal,E,VVS1,61.5,57.0,4.33,4.35,2.67,6.797
22221,0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59,7.938
22222,0.41,Ideal,H,VS1,61.9,56.0,4.75,4.78,2.95,6.718
22223,0.71,Ideal,H,VS2,61.7,55.0,5.73,5.77,3.55,7.847
22224,0.9,Very Good,J,SI1,63.6,57.0,6.07,6.1,3.87,8.079
22225,1.01,Very Good,F,VS2,59.2,60.0,6.46,6.51,3.84,8.733
22226,0.3,Very Good,G,VS1,61.7,60.0,4.24,4.28,2.63,6.405
22227,1.01,Good,D,SI2,63.8,61.0,6.13,6.06,3.89,8.208
22228,1.02,Ideal,G,SI1,62.2,56.0,6.46,6.44,4.01,8.526
22229,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,9.133
22230,0.9,Very Good,I,VS2,59.3,59.0,6.27,6.3,3.73,8.292
22231,0.72,Premium,E,SI1,62.1,58.0,5.72,5.69,3.54,7.777
22232,2.22,Premium,F,SI2,59.2,59.0,8.54,8.46,5.03,9.514
22233,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9.188
22234,2.03,Ideal,H,SI1,60.8,57.0,8.24,8.18,4.99,9.8
22235,0.43,Very Good,D,SI2,63.1,59.0,4.81,4.8,3.03,6.755
22236,1.04,Ideal,F,SI2,62.1,57.0,6.46,6.48,4.02,8.448
22237,1.14,Ideal,H,SI1,61.8,56.0,6.68,6.72,4.14,8.865
22238,0.42,Ideal,D,VVS1,61.8,56.0,4.82,4.79,2.97,7.391
22239,1.01,Very Good,H,VS2,60.7,58.0,6.47,6.51,3.94,8.637
22240,0.7,Very Good,D,SI2,63.7,58.0,5.56,5.62,3.56,7.652
22241,1.31,Premium,H,SI1,59.3,59.0,7.18,7.13,4.24,8.909
22242,0.51,Good,H,VS1,59.4,61.9,5.18,5.2,3.08,7.227
22243,1.75,Very Good,D,SI1,61.4,60.0,7.76,7.8,4.78,9.651
22244,0.72,Ideal,H,VVS1,62.2,56.0,5.72,5.75,3.57,7.988
22245,0.5,Ideal,G,VVS1,62.2,56.0,5.1,5.12,3.18,7.584
22246,0.74,Premium,D,VS2,61.8,58.0,5.81,5.77,3.58,7.971
22247,0.35,Premium,I,SI1,62.5,58.0,4.53,4.49,2.82,6.407
22248,0.9,Ideal,E,SI1,61.7,57.0,6.21,6.24,3.84,8.505
22249,1.22,Ideal,I,SI1,62.3,57.0,6.77,6.87,4.25,8.563
22250,1.03,Ideal,G,SI1,61.6,55.0,6.48,6.52,4.0,8.616
22251,0.51,Premium,G,SI1,60.9,58.0,5.21,5.14,3.15,7.155
22252,0.41,Ideal,F,VS2,60.9,57.0,4.74,4.78,2.9,6.76
22253,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,7.115
22254,0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,6.323
22255,0.5,Ideal,J,VS1,62.5,57.0,5.06,5.09,3.17,6.987
22256,1.5,Very Good,F,SI1,61.2,57.0,7.34,7.37,4.5,9.303
22257,0.59,Ideal,F,SI2,61.7,54.0,5.38,5.44,3.34,7.086
22258,1.52,Ideal,F,VS2,62.8,55.0,7.37,7.28,4.6,9.55
22259,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,8.258
22260,1.01,Premium,E,SI1,58.2,59.0,6.59,6.54,3.82,8.588
22261,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,6.103
22262,0.32,Ideal,F,VS2,61.5,55.0,4.4,4.42,2.71,6.469
22263,1.0,Premium,E,VS1,58.7,62.0,6.6,6.55,3.86,8.908
22264,0.3,Ideal,F,IF,61.8,55.0,4.31,4.33,2.67,6.772
22265,0.3,Ideal,D,VVS2,61.7,57.0,4.3,4.32,2.66,6.948
22266,1.01,Very Good,F,SI1,59.8,59.0,6.39,6.43,3.83,8.495
22267,1.04,Ideal,J,SI1,61.1,57.0,6.57,6.52,4.0,8.277
22268,0.32,Very Good,I,SI1,62.4,58.0,4.42,4.46,2.77,5.961
22269,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9.097
22270,1.0,Good,F,SI1,63.6,62.0,6.3,6.24,3.99,8.431
22271,0.23,Ideal,E,VS1,61.5,54.0,3.96,3.97,2.44,6.373
22272,1.5,Very Good,D,VS2,63.8,55.0,7.24,7.28,4.63,9.52
22273,0.42,Ideal,E,VVS1,59.7,56.0,4.91,4.88,2.92,7.222
22274,0.37,Very Good,E,VS2,63.0,58.0,4.53,4.58,2.87,6.698
22275,0.3,Premium,G,IF,61.0,62.0,4.34,4.32,2.64,6.863
22276,0.41,Very Good,E,SI2,63.5,55.0,4.73,4.69,2.99,6.707
22277,0.37,Premium,E,SI1,59.3,58.0,4.73,4.75,2.81,6.475
22278,0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,6.801
22279,1.1,Ideal,H,SI1,62.5,57.0,6.6,6.56,4.11,8.469
22280,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.16,3.15,7.655
22281,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,6.541
22282,0.35,Ideal,E,VVS1,61.8,56.0,4.5,4.53,2.79,6.808
22283,1.76,Ideal,I,VS1,62.0,57.0,7.71,7.74,4.79,9.36
22284,0.8,Ideal,G,SI2,62.1,57.0,5.95,6.03,3.72,7.795
22285,0.79,Premium,H,SI1,61.8,59.0,5.97,5.91,3.67,7.73
22286,0.31,Very Good,F,IF,61.4,55.0,4.39,4.41,2.7,6.818
22287,0.5,Good,I,VS1,61.2,61.0,5.03,5.06,3.09,7.084
22288,1.13,Premium,H,SI2,59.4,58.0,6.74,6.8,4.02,8.378
22289,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,9.032
22290,0.21,Premium,D,VS2,59.1,62.0,3.89,3.86,2.29,5.956
22291,0.59,Very Good,E,VS1,60.0,56.0,5.46,5.5,3.29,7.611
22292,0.32,Ideal,E,IF,62.3,53.0,4.39,4.41,2.74,6.926
22293,0.5,Good,D,VS2,63.3,54.0,5.04,5.07,3.2,7.399
22294,0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,6.378
22295,0.35,Premium,E,VS2,61.6,58.0,4.52,4.57,2.8,6.642
22296,2.26,Premium,H,SI1,60.3,58.0,8.56,8.51,5.15,9.822
22297,1.04,Ideal,G,VS1,61.1,56.0,6.58,6.55,4.01,8.8
22298,2.02,Fair,H,SI1,56.2,61.0,8.8,8.33,4.81,9.661
22299,1.0,Ideal,F,VS2,61.7,54.0,6.42,6.39,3.95,8.792
22300,1.02,Ideal,D,VVS2,62.2,59.0,6.41,6.46,4.0,9.356
22301,1.06,Premium,H,VS1,62.1,60.0,6.52,6.5,4.04,8.565
22302,1.5,Ideal,H,VS1,61.0,56.8,7.36,7.4,4.5,9.355
22303,0.43,Ideal,I,VS2,61.8,55.0,4.85,4.89,3.01,6.574
22304,0.62,Premium,G,SI2,60.2,61.0,5.49,5.44,3.29,7.204
22305,1.5,Premium,H,SI2,60.2,59.0,7.43,7.35,4.45,8.689
22306,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,9.67
22307,1.28,Very Good,F,SI1,63.0,56.0,6.9,7.03,4.39,8.79
22308,0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87,6.725
22309,0.85,Ideal,G,VS1,61.8,55.0,6.09,6.11,3.77,8.383
22310,1.12,Ideal,H,VS2,61.8,55.0,6.64,6.7,4.12,8.718
22311,1.26,Very Good,E,VS2,59.5,57.0,7.03,7.15,4.22,9.19
22312,1.2,Ideal,F,VS2,61.9,53.0,6.84,6.79,4.22,9.068
22313,0.47,Good,E,VS1,65.4,56.0,4.85,4.9,3.19,7.165
22314,1.09,Ideal,E,SI2,61.6,55.0,6.64,6.6,4.08,8.542
22315,0.9,Very Good,D,SI2,61.0,61.0,6.15,6.17,3.76,8.123
22316,1.38,Very Good,H,SI1,63.2,56.0,7.08,7.03,4.46,8.966
22317,0.61,Fair,J,VS2,58.2,56.0,5.74,5.49,3.27,7.068
22318,1.01,Very Good,F,SI2,63.4,60.0,6.33,6.26,3.99,8.178
22319,0.28,Premium,E,SI1,60.3,58.0,4.26,4.22,2.55,6.271
22320,1.29,Ideal,I,SI2,61.9,57.0,6.99,7.04,4.34,8.716
22321,0.38,Ideal,E,VVS1,61.3,55.0,4.67,4.72,2.88,7.09
22322,0.33,Ideal,F,IF,62.2,53.0,4.46,4.48,2.78,6.864
22323,1.01,Fair,D,SI1,62.6,57.0,6.14,6.22,3.87,8.636
22324,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,7.136
22325,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,9.1
22326,1.07,Ideal,H,SI2,61.0,55.0,6.62,6.65,4.05,8.435
22327,0.53,Ideal,H,VS2,61.4,55.4,5.19,5.24,3.2,7.256
22328,0.31,Ideal,I,IF,61.3,57.0,4.34,4.4,2.68,6.48
22329,0.51,Ideal,I,VS2,60.5,58.0,5.15,5.2,3.13,7.145
22330,0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,8.36
22331,0.46,Good,G,VS1,59.5,61.4,4.95,5.0,2.96,7.072
22332,0.7,Very Good,G,VVS1,63.3,57.0,5.59,5.63,3.55,8.019
22333,0.3,Ideal,F,SI1,60.9,55.0,4.34,4.38,2.66,6.31
22334,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,7.385
22335,0.42,Ideal,E,VVS2,62.3,55.0,4.76,4.81,2.98,7.103
22336,1.13,Ideal,D,SI2,60.1,55.0,6.79,6.85,4.1,8.596
22337,0.61,Ideal,G,VS1,62.1,56.0,5.42,5.44,3.37,7.681
22338,0.71,Good,H,VS1,63.6,55.0,5.58,5.65,3.57,7.747
22339,1.0,Premium,G,SI2,63.0,56.0,6.37,6.33,4.0,8.2
22340,0.5,Very Good,G,SI1,63.3,59.0,4.99,5.02,3.17,7.079
22341,1.0,Ideal,J,SI2,62.1,56.0,6.41,6.34,3.96,8.168
22342,1.58,Ideal,F,SI1,61.6,55.0,7.52,7.57,4.65,9.447
22343,0.3,Ideal,F,IF,62.3,53.0,4.34,4.36,2.71,6.787
22344,0.31,Ideal,H,VS2,62.2,55.0,4.39,4.35,2.72,6.443
22345,1.5,Premium,J,VVS2,61.8,60.0,7.36,7.33,4.54,9.078
22346,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,9.829
22347,3.01,Fair,I,SI2,65.8,56.0,8.99,8.94,5.9,9.811
22348,1.03,Ideal,F,VS2,59.1,55.0,6.6,6.69,3.93,8.786
