,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,nEW
602,0,1,male,29.69911764705882,0,0,42.4,S,First,man,True,,Southampton,no,True,MALE
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,MALE
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,MALE
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,MALE
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,FEMALE
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,FEMALE
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,FEMALE
611,0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,,Southampton,no,True,MALE
612,1,3,female,29.69911764705882,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,FEMALE
613,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,MALE
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,MALE
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,FEMALE
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,FEMALE
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,MALE
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,MALE
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,MALE
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,MALE
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,MALE
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,MALE
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,MALE
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,MALE
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,FEMALE
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
629,0,3,male,29.69911764705882,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,MALE
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,MALE
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,MALE
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,MALE
633,0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,,Southampton,no,True,MALE
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,FEMALE
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,FEMALE
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,MALE
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,MALE
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,FEMALE
639,0,3,male,29.69911764705882,1,0,16.1,S,Third,man,True,,Southampton,no,False,MALE
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,MALE
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,FEMALE
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,FEMALE
643,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,MALE
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,FEMALE
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,MALE
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,MALE
648,0,3,male,29.69911764705882,0,0,7.55,S,Third,man,True,,Southampton,no,True,MALE
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,FEMALE
650,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,MALE
653,1,3,female,29.69911764705882,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,FEMALE
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,FEMALE
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,MALE
656,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,FEMALE
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,MALE
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,MALE
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,MALE
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,MALE
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,MALE
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,MALE
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,MALE
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
667,0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,,Southampton,no,True,MALE
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
669,1,1,female,29.69911764705882,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,FEMALE
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,MALE
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,MALE
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,MALE
674,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,,Southampton,no,True,MALE
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,MALE
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,FEMALE
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,FEMALE
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,MALE
680,0,3,female,29.69911764705882,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,FEMALE
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,MALE
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,MALE
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,MALE
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,MALE
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,MALE
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,MALE
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,MALE
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,MALE
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,FEMALE
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,MALE
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,FEMALE
692,1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,MALE
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,MALE
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,MALE
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,MALE
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
697,1,3,female,29.69911764705882,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,FEMALE
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,MALE
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,MALE
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,FEMALE
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,MALE
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,FEMALE
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,MALE
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,MALE
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,MALE
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,FEMALE
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,MALE
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,FEMALE
709,1,3,male,29.69911764705882,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,MALE
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,FEMALE
711,0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,C,Southampton,no,True,MALE
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,MALE
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,MALE
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,MALE
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,FEMALE
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,FEMALE
718,0,3,male,29.69911764705882,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,MALE
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,MALE
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,FEMALE
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,MALE
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,MALE
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,MALE
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
727,1,3,female,29.69911764705882,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,FEMALE
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,MALE
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,FEMALE
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,FEMALE
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,MALE
732,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,,Southampton,no,True,MALE
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,MALE
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,FEMALE
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,MALE
738,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
739,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
740,1,1,male,29.69911764705882,0,0,30.0,S,First,man,True,D,Southampton,yes,True,MALE
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,MALE
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,FEMALE
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,MALE
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,MALE
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,MALE
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,MALE
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,FEMALE
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,MALE
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,MALE
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,FEMALE
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,MALE
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,MALE
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,MALE
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,MALE
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,MALE
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,FEMALE
760,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,,Southampton,no,True,MALE
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,MALE
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,MALE
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,FEMALE
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,MALE
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,FEMALE
766,0,1,male,29.69911764705882,0,0,39.6,C,First,man,True,,Cherbourg,no,True,MALE
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,FEMALE
768,0,3,male,29.69911764705882,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,MALE
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,MALE
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,MALE
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,MALE
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,FEMALE
773,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,MALE
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,MALE
776,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,MALE
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,FEMALE
778,0,3,male,29.69911764705882,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,MALE
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,FEMALE
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,FEMALE
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,FEMALE
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,MALE
783,0,3,male,29.69911764705882,1,2,23.45,S,Third,man,True,,Southampton,no,False,MALE
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,MALE
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,MALE
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,FEMALE
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,MALE
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,MALE
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,MALE
790,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,MALE
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,MALE
792,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,,Southampton,no,False,FEMALE
793,0,1,male,29.69911764705882,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,MALE
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,FEMALE
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,FEMALE
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,MALE
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,FEMALE
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,FEMALE
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,MALE
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,MALE
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,MALE
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,MALE
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,MALE
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,FEMALE
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,FEMALE
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,MALE
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,MALE
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,MALE
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,FEMALE
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
815,0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,B,Southampton,no,True,MALE
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,FEMALE
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,MALE
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,MALE
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,MALE
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,FEMALE
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,MALE
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,MALE
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,FEMALE
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,MALE
825,0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,MALE
826,0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,,Southampton,no,True,MALE
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,MALE
828,1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,MALE
829,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,FEMALE
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,FEMALE
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,MALE
832,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,MALE
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,MALE
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,MALE
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,FEMALE
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,MALE
837,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,,Southampton,no,True,MALE
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,MALE
839,1,1,male,29.69911764705882,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,MALE
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,MALE
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,MALE
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,FEMALE
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,MALE
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,MALE
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,MALE
846,0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,,Southampton,no,False,MALE
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,MALE
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,MALE
849,1,1,female,29.69911764705882,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,FEMALE
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,MALE
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,MALE
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,FEMALE
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,FEMALE
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,FEMALE
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,FEMALE
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,FEMALE
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,MALE
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,FEMALE
859,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,MALE
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,MALE
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,MALE
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,FEMALE
863,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,,Southampton,no,False,FEMALE
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,FEMALE
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,FEMALE
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,MALE
868,0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,,Southampton,no,True,MALE
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,MALE
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,FEMALE
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,MALE
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,MALE
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,FEMALE
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,FEMALE
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,MALE
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
878,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,FEMALE
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,FEMALE
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,MALE
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,FEMALE
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,MALE
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,MALE
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,FEMALE
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,MALE
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,FEMALE
888,0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,False,,Southampton,no,False,FEMALE
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,MALE
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,MALE
